method,repeat,success,real_actions_used,wasted_actions,duplicate_tool_calls,illegal_tool_calls,catalog_tokens,total_tokens,replanned_tasks,zone3_touched,scope_hit,tree_depth,d0,proposed_actions,actual_actions,error,elapsed_seconds,llm_calls,tokens_by_source,dag_task_count,attempts,hidden_limit_triggered,first_attempt_deviation,clipped_actions,out_of_scope_proposals,method_config,git_commit,model,base_url,temperature,max_tokens,max_actions,formal,prompt_version,protocol_hash,partitions
two_layer,4,0,0,0,2,1,3738,10495,"[""whole"", ""whole""]",0,1,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 5, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.01}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 0.98}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 0.98}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 6, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 3, ""value"": 0.942034, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.939023, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.942332, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.927151, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.92698, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.940026, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 3, ""value"": 0.942034, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.939023, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.942332, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.927151, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.92698, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.940026, ""limit"": 0.95}]}, ""not_worse"": true}",3.444,3,"{""orchestration_agent"": {""completion_tokens"": 162, ""prompt_tokens"": 10333, ""total_tokens"": 10495}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],1,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
two_layer_full_restart,4,0,0,0,0,0,3738,10933,"[""whole"", ""whole""]",0,0,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 1.04}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 1.04}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 4, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}]}, ""not_worse"": true}",3.34,3,"{""orchestration_agent"": {""completion_tokens"": 141, ""prompt_tokens"": 10792, ""total_tokens"": 10933}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""full""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
two_layer,5,0,0,0,0,2,3738,10600,"[""whole"", ""whole""]",0,2,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 2, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 3, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 4, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.03}, {""gen_id"": 2, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.03}], ""attempt"": 3, ""task_id"": ""whole""}]",[],设备超出允许操作区域权限,2.994,3,"{""orchestration_agent"": {""completion_tokens"": 267, ""prompt_tokens"": 10333, ""total_tokens"": 10600}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],2,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
two_layer_full_restart,5,0,0,0,2,1,3738,10495,"[""whole"", ""whole""]",0,1,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 5, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.01}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 0.98}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 0.98}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 6, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 3, ""value"": 0.942034, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.939023, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.942332, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.927151, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.92698, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.940026, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 3, ""value"": 0.942034, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.939023, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.942332, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.927151, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.92698, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.940026, ""limit"": 0.95}]}, ""not_worse"": true}",2.88,3,"{""orchestration_agent"": {""completion_tokens"": 162, ""prompt_tokens"": 10333, ""total_tokens"": 10495}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],1,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""full""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
hierarchical,5,0,2,1,0,0,3071,11858,"[""task_region1"", ""task_region2"", ""task_region1""]",0,0,3,8,"[{""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 1, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.05}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.05}], ""attempt"": 2, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}], ""attempt"": 2, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 3, ""task_id"": ""task_region1""}]","[[""set_gen_voltage"", 1, 1.05], [""set_gen_voltage"", 8, 1.05]]","{""goal_met"": false, ""error"": ""预演中间步骤新增或恶化越限"", ""prefix"": 1}",6.118,6,"{""orchestration_agent"": {""completion_tokens"": 235, ""prompt_tokens"": 10469, ""total_tokens"": 10704}, ""planner"": {""completion_tokens"": 141, ""prompt_tokens"": 1013, ""total_tokens"": 1154}}",2,3,1,1,"[{""actual"": 1.03, ""gen_id"": 8, ""index"": 1, ""requested"": 1.05}]",0,"{""max_attempts"": 3, ""permission_shrink"": true, ""planner"": true, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,"[[""task_region1""], [""task_region2""]]"
two_layer_full_restart,6,0,0,0,0,0,3738,10933,"[""whole"", ""whole""]",0,0,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 1.04}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 1.04}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 4, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}]}, ""not_worse"": true}",3.182,3,"{""orchestration_agent"": {""completion_tokens"": 141, ""prompt_tokens"": 10792, ""total_tokens"": 10933}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""full""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
hierarchical,6,0,2,1,1,0,2893,10219,"[""task_region1"", ""task_region1"", ""task_region2""]",0,0,3,8,"[{""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.06}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.06}], ""attempt"": 1, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 3, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 3, ""task_id"": ""task_region2""}]","[[""set_gen_voltage"", 1, 1.06], [""set_gen_voltage"", 8, 1.06]]","{""goal_met"": false, ""error"": ""预演中间步骤新增或恶化越限"", ""prefix"": 1}",7.057,6,"{""orchestration_agent"": {""completion_tokens"": 193, ""prompt_tokens"": 8852, ""total_tokens"": 9045}, ""planner"": {""completion_tokens"": 161, ""prompt_tokens"": 1013, ""total_tokens"": 1174}}",2,3,1,1,"[{""actual"": 1.03, ""gen_id"": 8, ""index"": 1, ""requested"": 1.06}]",0,"{""max_attempts"": 3, ""permission_shrink"": true, ""planner"": true, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,"[[""task_region1""], [""task_region2""]]"
two_layer,6,0,0,0,2,0,3738,10516,"[""whole"", ""whole""]",0,0,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 1.0}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 1.0}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 6, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 3, ""value"": 0.946719, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.942223, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.945275, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.930121, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.929924, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.942932, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 3, ""value"": 0.946719, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.942223, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.945275, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.930121, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.929924, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.942932, ""limit"": 0.95}]}, ""not_worse"": true}",2.851,3,"{""orchestration_agent"": {""completion_tokens"": 162, ""prompt_tokens"": 10354, ""total_tokens"": 10516}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
hierarchical,7,0,2,1,1,0,3071,11865,"[""task_region1"", ""task_region2"", ""task_region1""]",0,0,3,8,"[{""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 1, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.05}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.05}], ""attempt"": 2, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""task_region1""}]","[[""set_gen_voltage"", 1, 1.05], [""set_gen_voltage"", 8, 1.05]]","{""goal_met"": false, ""error"": ""预演中间步骤新增或恶化越限"", ""prefix"": 1}",6.663,6,"{""orchestration_agent"": {""completion_tokens"": 235, ""prompt_tokens"": 10474, ""total_tokens"": 10709}, ""planner"": {""completion_tokens"": 143, ""prompt_tokens"": 1013, ""total_tokens"": 1156}}",2,3,1,1,"[{""actual"": 1.03, ""gen_id"": 8, ""index"": 1, ""requested"": 1.05}]",0,"{""max_attempts"": 3, ""permission_shrink"": true, ""planner"": true, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,"[[""task_region1""], [""task_region2""]]"
two_layer,7,0,0,0,0,0,3738,10933,"[""whole"", ""whole""]",0,0,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 1.04}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 1.04}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 4, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}]}, ""not_worse"": true}",3.305,3,"{""orchestration_agent"": {""completion_tokens"": 141, ""prompt_tokens"": 10792, ""total_tokens"": 10933}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
two_layer_full_restart,7,0,0,0,0,0,3738,10933,"[""whole"", ""whole""]",0,0,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 1.04}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 1.04}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 4, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}]}, ""not_worse"": true}",3.039,3,"{""orchestration_agent"": {""completion_tokens"": 141, ""prompt_tokens"": 10792, ""total_tokens"": 10933}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""full""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
