method,repeat,success,real_actions_used,wasted_actions,duplicate_tool_calls,illegal_tool_calls,catalog_tokens,total_tokens,replanned_tasks,zone3_touched,scope_hit,tree_depth,d0,proposed_actions,actual_actions,error,elapsed_seconds,llm_calls,tokens_by_source,dag_task_count,attempts,hidden_limit_triggered,first_attempt_deviation,clipped_actions,out_of_scope_proposals,method_config,git_commit,model,base_url,temperature,max_tokens,max_actions,formal,prompt_version,protocol_hash,partitions
two_layer_full_restart,3,0,0,0,0,0,3738,10933,"[""whole"", ""whole""]",0,0,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 1.04}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 1.04}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 4, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}]}, ""not_worse"": true}",3.878,3,"{""orchestration_agent"": {""completion_tokens"": 141, ""prompt_tokens"": 10792, ""total_tokens"": 10933}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""full""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
hierarchical,3,0,4,3,6,0,2434,9080,"[""task_region1_voltage_recovery"", ""task_region1_voltage_recovery""]",0,0,3,8,"[{""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 1, ""task_id"": ""task_region1_voltage_recovery""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}], ""attempt"": 1, ""task_id"": ""task_region2_voltage_recovery""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 2, ""task_id"": ""task_region1_voltage_recovery""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""task_region1_voltage_recovery""}]","[[""set_gen_voltage"", 1, 1.04], [""set_gen_voltage"", 8, 1.04], [""set_gen_voltage"", 1, 1.04], [""set_gen_voltage"", 8, 1.04]]","{""goal_met"": false, ""error"": ""真实动作预算不足或空方案""}",5.404,5,"{""orchestration_agent"": {""completion_tokens"": 167, ""prompt_tokens"": 7721, ""total_tokens"": 7888}, ""planner"": {""completion_tokens"": 179, ""prompt_tokens"": 1013, ""total_tokens"": 1192}}",2,3,1,1,"[{""actual"": 1.03, ""gen_id"": 8, ""index"": 1, ""requested"": 1.04}, {""actual"": 1.03, ""gen_id"": 8, ""index"": 3, ""requested"": 1.04}]",0,"{""max_attempts"": 3, ""permission_shrink"": true, ""planner"": true, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,"[[""task_region1_voltage_recovery""], [""task_region2_voltage_recovery""]]"
two_layer,3,0,0,0,0,0,3738,10933,"[""whole"", ""whole""]",0,0,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 1.04}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 1.04}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 4, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.948539, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.935974, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.935726, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.948675, ""limit"": 0.95}]}, ""not_worse"": true}",3.226,3,"{""orchestration_agent"": {""completion_tokens"": 141, ""prompt_tokens"": 10792, ""total_tokens"": 10933}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
hierarchical_no_shrink,3,0,0,0,4,0,7476,21923,"[""task_region1"", ""task_region2"", ""task_region1"", ""task_region2""]",0,0,3,8,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}], ""attempt"": 2, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 3, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 3, ""task_id"": ""task_region2""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 0.98}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 0.98}, {""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 0.98}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 0.98}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 6, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 3, ""value"": 0.942034, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.939023, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.942332, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.927151, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.92698, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.940026, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 3, ""value"": 0.942034, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.939023, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.942332, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.927151, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.92698, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.940026, ""limit"": 0.95}]}, ""not_worse"": true}",8.121,7,"{""orchestration_agent"": {""completion_tokens"": 282, ""prompt_tokens"": 20481, ""total_tokens"": 20763}, ""planner"": {""completion_tokens"": 147, ""prompt_tokens"": 1013, ""total_tokens"": 1160}}",2,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": true, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,"[[""task_region1""], [""task_region2""]]"
hierarchical_full_restart,3,0,4,3,2,0,3738,14401,"[""all"", ""all""]",0,0,3,8,"[{""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 1, ""task_id"": ""task_region1_voltage_recovery""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""task_region2_voltage_recovery""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.05}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.05}], ""attempt"": 2, ""task_id"": ""task_region1_voltage_recovery""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""task_region2_voltage_recovery""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""task_region1_voltage_recovery""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}], ""attempt"": 3, ""task_id"": ""task_region2_voltage_recovery""}]","[[""set_gen_voltage"", 1, 1.05], [""set_gen_voltage"", 8, 1.05], [""set_gen_voltage"", 1, 1.04], [""set_gen_voltage"", 8, 1.04]]",PARAMETER 偏差：设定请求与实测不符，请依据当前断面重规划,7.42,7,"{""orchestration_agent"": {""completion_tokens"": 282, ""prompt_tokens"": 12935, ""total_tokens"": 13217}, ""planner"": {""completion_tokens"": 171, ""prompt_tokens"": 1013, ""total_tokens"": 1184}}",2,3,1,1,"[{""actual"": 1.03, ""gen_id"": 8, ""index"": 1, ""requested"": 1.05}, {""actual"": 1.03, ""gen_id"": 8, ""index"": 3, ""requested"": 1.04}]",0,"{""max_attempts"": 3, ""permission_shrink"": true, ""planner"": true, ""replan_mode"": ""full""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,"[[""task_region1_voltage_recovery""], [""task_region2_voltage_recovery""]]"
hierarchical,4,0,2,1,0,0,3071,11776,"[""task_region1"", ""task_region2"", ""task_region1""]",0,0,3,8,"[{""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 1, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.05}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.05}], ""attempt"": 2, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 3, ""task_id"": ""task_region1""}]","[[""set_gen_voltage"", 1, 1.05], [""set_gen_voltage"", 8, 1.05]]","{""goal_met"": false, ""error"": ""预演中间步骤新增或恶化越限"", ""prefix"": 1}",6.765,6,"{""orchestration_agent"": {""completion_tokens"": 214, ""prompt_tokens"": 10424, ""total_tokens"": 10638}, ""planner"": {""completion_tokens"": 125, ""prompt_tokens"": 1013, ""total_tokens"": 1138}}",2,3,1,1,"[{""actual"": 1.03, ""gen_id"": 8, ""index"": 1, ""requested"": 1.05}]",0,"{""max_attempts"": 3, ""permission_shrink"": true, ""planner"": true, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,"[[""task_region1""], [""task_region2""]]"
two_layer,4,0,0,0,0,2,3738,10600,"[""whole"", ""whole""]",0,2,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 2, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 2, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 3, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 4, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 3, ""task_id"": ""whole""}]",[],设备超出允许操作区域权限,3.355,3,"{""orchestration_agent"": {""completion_tokens"": 267, ""prompt_tokens"": 10333, ""total_tokens"": 10600}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],2,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
two_layer_full_restart,4,0,0,0,2,0,3738,10516,"[""whole"", ""whole""]",0,0,2,0,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 1, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 2, ""task_id"": ""whole""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 3, ""task_id"": ""whole""}]",[],"{""success"": true, ""action"": [{""type"": ""set_gen_voltage"", ""gen_id"": 0, ""vm_pu"": 1.02}, {""type"": ""set_gen_voltage"", ""gen_id"": 6, ""vm_pu"": 1.02}], ""goal_met"": false, ""goal_bus_vm"": null, ""goal_shortfall"": 0, ""violation_count"": 5, ""violations"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.945395, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.948191, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.933062, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.932839, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.945815, ""limit"": 0.95}], ""violations_by_zone"": {""1"": [{""type"": ""voltage_low"", ""bus_id"": 4, ""value"": 0.945395, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 5, ""value"": 0.948191, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 6, ""value"": 0.933062, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 7, ""value"": 0.932839, ""limit"": 0.95}, {""type"": ""voltage_low"", ""bus_id"": 11, ""value"": 0.945815, ""limit"": 0.95}]}, ""not_worse"": true}",2.97,3,"{""orchestration_agent"": {""completion_tokens"": 162, ""prompt_tokens"": 10354, ""total_tokens"": 10516}, ""planner"": {""completion_tokens"": 0, ""prompt_tokens"": 0, ""total_tokens"": 0}}",0,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": false, ""replan_mode"": ""full""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,[]
hierarchical_full_restart,4,1,5,2,2,0,2492,9469,"[""all""]",0,0,3,8,"[{""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.06}, {""gen_id"": 8, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.06}], ""attempt"": 1, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""task_region2""}, {""actions"": [{""gen_id"": 1, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.06}], ""attempt"": 2, ""task_id"": ""task_region1""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 2, ""task_id"": ""task_region2""}]","[[""set_gen_voltage"", 1, 1.06], [""set_gen_voltage"", 8, 1.06], [""set_gen_voltage"", 1, 1.06], [""set_gen_voltage"", 0, 0.98], [""set_gen_voltage"", 6, 0.98]]",,5.595,5,"{""orchestration_agent"": {""completion_tokens"": 167, ""prompt_tokens"": 8156, ""total_tokens"": 8323}, ""planner"": {""completion_tokens"": 133, ""prompt_tokens"": 1013, ""total_tokens"": 1146}}",2,2,1,1,"[{""actual"": 1.03, ""gen_id"": 8, ""index"": 1, ""requested"": 1.06}]",0,"{""max_attempts"": 3, ""permission_shrink"": true, ""planner"": true, ""replan_mode"": ""full""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,"[[""task_region1""], [""task_region2""]]"
hierarchical_no_shrink,4,0,0,0,0,0,7476,22921,"[""task_region1_voltage_recovery"", ""task_region2_voltage_recovery"", ""task_region1_voltage_recovery"", ""task_region2_voltage_recovery""]",0,0,3,8,"[{""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 0.98}], ""attempt"": 1, ""task_id"": ""task_region1_voltage_recovery""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.0}], ""attempt"": 1, ""task_id"": ""task_region2_voltage_recovery""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""task_region1_voltage_recovery""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 2, ""task_id"": ""task_region2_voltage_recovery""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.04}], ""attempt"": 3, ""task_id"": ""task_region1_voltage_recovery""}, {""actions"": [{""gen_id"": 0, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}, {""gen_id"": 6, ""type"": ""set_gen_voltage"", ""vm_pu"": 1.02}], ""attempt"": 3, ""task_id"": ""task_region2_voltage_recovery""}]",[],"{""goal_met"": false, ""error"": ""预演中间步骤新增或恶化越限"", ""prefix"": 3}",6.854,7,"{""orchestration_agent"": {""completion_tokens"": 282, ""prompt_tokens"": 21469, ""total_tokens"": 21751}, ""planner"": {""completion_tokens"": 157, ""prompt_tokens"": 1013, ""total_tokens"": 1170}}",2,3,0,1,[],0,"{""max_attempts"": 3, ""permission_shrink"": false, ""planner"": true, ""replan_mode"": ""local""}",992c67fe6b67b59ce76de462919db84afebddd67,deepseek-v4-flash,https://api.deepseek.com/v1,0.2,2048,6,1,case39-v2,0ebe047e7705c8fe96b1ee4707b7f1719e8fe9308d334335679376c9c9fb6e17,"[[""task_region1_voltage_recovery""], [""task_region2_voltage_recovery""]]"
